 "rsNr" , "dateApplicability" , "title" , "abrev" , "fileUrl" ,
 "0.831.109.163.15" , "1990-01-01" , "Arrangement administratif du 1<sup>er</sup> octobre 1968 concernant les modalités d'application de la convention de sécurité sociale conclue entre la Confédération suisse et la République d'Autriche" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1969/35_39_39/19900101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1969-35_39_39-19900101-fr-pdf-a.pdf" ,
 "0.831.109.172.1" , "1977-05-01" , "Convention de sécurité sociale du 24 septembre 1975 entre la Confédération suisse et le Royaume de Belgique (avec protocole final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1977/710_710_710/19770501/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1977-710_710_710-19770501-fr-pdf-a.pdf" ,
 "0.831.109.172.12" , "1977-05-01" , "Arrangement administratif du 30 novembre 1978 concernant les modalités d'application de la Convention de sécurité sociale du 24 septembre 1975 conclue entre la Confédération suisse et le Royaume de Belgique" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1979/721_721_721/19770501/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1979-721_721_721-19770501-fr-pdf-a.pdf" ,
 "0.831.109.191.1" , "2021-09-01" , "Convention de sécurité sociale du 1er octobre 2018 entre la Confédération suisse et la Bosnie et Herzégovine" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2021/480/20210901/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2021-480-20210901-fr-pdf-a.pdf" ,
 "0.831.109.191.11" , "2021-09-01" , "Arrangement administratif du 1er octobre 2021 Arrangement administratif concernant l’application de la Convention de sécurité sociale entre la Confédération suisse et la Bosnie et Herzégovine" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2021/515/20210901/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2021-515-20210901-fr-pdf-a.pdf" ,
 "0.831.109.198.1" , "2019-10-01" , "Convention du 3 avril 2014 de sécurité sociale entre la Confédération suisse et la République fédérative du Brésil" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2019/523/20191001/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2019-523-20191001-fr-pdf-a.pdf" ,
 "0.831.109.198.11" , "2019-10-01" , "Arrangement administratif du 25 juillet 2018 pour l'application de la Convention de sécurité sociale entre la Confédération suisse et la République du Brésil" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2019/524/20191001/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2019-524-20191001-fr-pdf-a.pdf" ,
 "0.831.109.214.1" , "2007-12-01" , "Convention de sécurité sociale du 15 mars 2006 entre la Confédération suisse et la République de Bulgarie" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2007/904/20071201/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2007-904-20071201-fr-pdf-a.pdf" ,
 "0.831.109.232.1" , "1995-10-01" , "Convention de sécurité sociale du 24 février 1994 entre la Confédération suisse et le Canada (avec protocole final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1995/4283_4283_4283/19951001/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1995-4283_4283_4283-19951001-fr-pdf-a.pdf" ,
 "0.831.109.232.12" , "1995-10-01" , "Arrangement administratif du 24 février 1994 concernant les modalités d'application de la Convention de sécurité sociale du 24 février 1994 entre la Confédération suisse et le Canada" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1995/4296_4296_4296/19951001/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1995-4296_4296_4296-19951001-fr-pdf-a.pdf" ,
 "0.831.109.232.2" , "1995-10-01" , "Entente du 25 février 1994 en matière de sécurité sociale entre la Confédération suisse et le Québec (avec protocole final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1995/4300_4300_4300/19951001/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1995-4300_4300_4300-19951001-fr-pdf-a.pdf" ,
 "0.831.109.232.22" , "1995-10-01" , "Arrangement administratif du 25 février 1994 concernant les modalités d'application de l'Entente de sécurité sociale entre la Confédération suisse et le Québec" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1995/4311_4311_4311/19951001/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1995-4311_4311_4311-19951001-fr-pdf-a.pdf" ,
 "0.831.109.245.1" , "1998-03-01" , "Convention de sécurité sociale du 20 juin 1996 entre la Confédération suisse et la République du Chili" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2000/316/19980301/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2000-316-19980301-fr-pdf-a.pdf" ,
 "0.831.109.245.11" , "1998-03-01" , "Arrangement administratif du 20 juin 1997 concernant les modalités d'application de la Convention de sécurité sociale du 20 juin 1996 entre la Confédération suisse et la République du Chili" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2000/348/19980301/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2000-348-19980301-fr-pdf-a-1.pdf" ,
 "0.831.109.249.1" , "2017-06-19" , "Convention de sécurité sociale du 30 septembre 2015 entre le Gouvernement de la Confédération suisse et le Gouvernement de la République populaire de Chine" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2017/269/20170619/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2017-269-20170619-fr-pdf-a.pdf" ,
 "0.831.109.258.1" , "1997-01-01" , "Convention de sécurité sociale du 30 mai 1995 entre la Confédération suisse et la République de Chypre" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1997/1459_1459_1459/19970101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1997-1459_1459_1459-19970101-fr-pdf-a.pdf" ,
 "0.831.109.258.12" , "1997-01-01" , "Arrangement administratif du 20 mai 1998 concernant les modalités d'application de la Convention de sécurité sociale du 30 mai 1995 entre la Confédération suisse et la République de Chypre" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2001/376/19970101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2001-376-19970101-fr-pdf-a-1.pdf" ,
 "0.831.109.268.1" , "2015-01-01" , "Règlement (CE) n<sup>o</sup> 883/2004 du 29 avril 2004 du Parlement européen et du Conseil du 29 avril 2004 portant sur la coordination des systèmes de sécurité sociale. Modifié par: Règlement (CE) n<sup>o</sup> 988/2009 du Parlement européen et du Conseil du 16 septembre 2009 (JO L 284 du 30.10.2009, p. 43). Adapté selon l'annexe II à l'accord sur la libre circulation des personnes entre la Communauté européenne et ses Etats membres d'une part, et la Suisse d'autre part (avec annexes)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2012/323/20150101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2012-323-20150101-fr-pdf-a.pdf" ,
 "0.831.109.268.11" , "2015-01-01" , "Règlement (CE) n<sup>o</sup> 987/2009 du Parlement européen et du Conseil du 16 septembre 2009 fixant les modalités d'application du règlement (CE) n<sup>o</sup> 883/2004 portant sur la coordination des systèmes de sécurité sociale (avec annexes)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2012/356/20150101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2012-356-20150101-fr-pdf-a.pdf" ,
 "0.831.109.281.1" , "2015-06-01" , "Convention de sécurité sociale du 20 janvier 2014 entre la Confédération suisse et la République de Corée" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2015/227/20150601/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2015-227-20150601-fr-pdf-a.pdf" ,
 "0.831.109.291.1" , "2009-01-01" , "Convention de sécurité sociale du 9 avril 1996 entre la Confédération suisse et la République de Croatie" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1998/2157_2157_2157/20090101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1998-2157_2157_2157-20090101-fr-pdf-a.pdf" ,
 "0.831.109.291.12" , "1998-01-01" , "Arrangement administratif du 24 novembre 1997 concernant les modalités d'application de la Convention de sécurité sociale du 9 avril 1996 entre la Confédération suisse et la République de Croatie" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1998/2173_2173_2172/19980101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1998-2173_2173_2172-19980101-fr-pdf-a.pdf" ,
 "0.831.109.314.1" , "1997-12-01" , "Convention de sécurité sociale du 5 janvier 1983 entre la Confédération suisse et le Royaume du Danemark (avec protocole final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1983/1553_1553_1553/19971201/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1983-1553_1553_1553-19971201-fr-pdf-a.pdf" ,
 "0.831.109.314.111" , "1997-12-01" , "Premier avenant du 18 septembre 1985 à la Convention de sécurité sociale conclue le 5 janvier 1983 entre la Confédération suisse et le Royaume du Danemark" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1986/1503_1503_1503/19971201/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1986-1503_1503_1503-19971201-fr-pdf-a.pdf" ,
 "0.831.109.314.112" , "1997-12-01" , "Deuxième avenant du 11 avril 1996 à la Convention de sécurité sociale conclue le 5 janvier 1983 entre la Confédération suisse et le Royaume du Danemark" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2000/414/19971201/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2000-414-19971201-fr-pdf-a.pdf" ,
 "0.831.109.314.12" , "1998-03-16" , "Arrangement administratif du 10 novembre 1983 concernant les modalités d'application de la Convention de sécurité sociale du 5 janvier 1983 entre la Confédération suisse et le Royaume du Danemark (avec annexe)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1984/179_179_179/19980316/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1984-179_179_179-19980316-fr-pdf-a.pdf" ,
 "0.831.109.332.1" , "1970-09-01" , "Convention du 21 septembre 1959 entre la Suisse et l'Espagne sur la sécurité sociale (avec protocole final et échange de lettres)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1960/795_835_819/19700901/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1960-795_835_819-19700901-fr-pdf-a.pdf" ,
 "0.831.109.332.2" , "1983-11-01" , "Convention de sécurité sociale du 13 octobre 1969 entre la Confédération suisse et l'Espagne (avec protocole final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1970/953_952_952/19831101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1970-953_952_952-19831101-fr-pdf-a.pdf" ,
 "0.831.109.332.21" , "1990-08-01" , "Arrangement administratif du 19 avril 1990 concernant l'application de la Convention de sécurité sociale entre la Suisse et l'Espagne du 13 octobre 1969 dans sa teneur modifiée par l'Avenant du 11 juin 1982" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1990/1273_1273_1273/19900801/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1990-1273_1273_1273-19900801-fr-pdf-a.pdf" ,
 "0.831.109.336.1" , "2014-08-01" , "Convention de sécurité sociale du 3 décembre 2012 entre la Confédération suisse et les Etats-Unis d'Amérique" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2014/381/20140801/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2014-381-20140801-fr-pdf-a.pdf" ,
 "0.831.109.336.11" , "2014-08-01" , "Arrangement administratif du 3 décembre 2012 concernant les modalités d'application de la Convention de sécurité sociale entre la Confédération suisse et les Etats-Unis d'Amérique" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2014/382/20140801/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2014-382-20140801-fr-pdf-a.pdf" ,
 "0.831.109.345.1" , "1986-10-01" , "Convention de sécurité sociale du 28 juin 1985 entre la Confédération suisse et la République de Finlande (avec protocole final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1986/1538_1538_1538/19861001/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1986-1538_1538_1538-19861001-fr-pdf-a.pdf" ,
 "0.831.109.345.11" , "1986-10-01" , "Arrangement administratif du 28 juin 1985 concernant les modalités d'application de la Convention 
de sécurité sociale du 28 juin 1985 entre la Confédération suisse et la République de Finlande" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1986/1556_1556_1556/19861001/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1986-1556_1556_1556-19861001-fr-pdf-a.pdf" ,
 "0.831.109.349.1" , "1976-11-01" , "Convention de sécurité sociale du 3 juillet 1975 entre la Confédération suisse et la République française (avec protocole final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1976/2061_2061_2061/19761101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1976-2061_2061_2061-19761101-fr-pdf-a.pdf" ,
 "0.831.109.349.10" , "1976-11-01" , "Protocole spécial  du 3 juillet 1975 relatif aux prestations non contributives des assurances invalidité, vieillesse et survivants" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1976/2083_2083_2083/19761101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1976-2083_2083_2083-19761101-fr-pdf-a.pdf" ,
 "0.831.109.349.12" , "1976-11-01" , "Arrangement administratif du 3 décembre 1976 concernant les modalités d'application de la Convention de sécurité sociale conclue entre la Confédération suisse et la République française le 3 juillet 1975 (avec annexes)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1977/1667_1667_1667/19761101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1977-1667_1667_1667-19761101-fr-pdf-a.pdf" ,
 "0.831.109.367.1" , "2021-11-01" , "Convention de sécurité sociale du 21 février 1968 entre la Suisse et le Royaume-Uni de Grande-Bretagne et d'Irlande du Nord (avec protocole final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1969/253_260_260/20211101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1969-253_260_260-20211101-fr-pdf-a.pdf" ,
 "0.831.109.367.2" , "2022-08-16" , "Convention du 9 septembre 2021 sur la coordination de la sécurité sociale entre la Confédération suisse et le Royaume-Uni de Grande-Bretagne et d’Irlande du Nord" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2021/818/20220816/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2021-818-20220816-fr-pdf-a.pdf" ,
 "0.831.109.372.1" , "1974-12-01" , "Convention de sécurité sociale du 1<sup>er</sup> juin 1973 entre la Confédération Suisse et le Royaume de Grèce (avec protocole final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1974/1682_1683_1683/19741201/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1974-1682_1683_1683-19741201-fr-pdf-a.pdf" ,
 "0.831.109.372.11" , "1974-12-01" , "Arrangement administratif du 24 octobre 1980 concernant les modalités d'application de la Convention de sécurité sociale du 1<sup>er</sup> juin 1973 entre la Suisse et la Grèce (avec annexes)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1981/184_184_184/19741201/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1981-184_184_184-19741201-fr-pdf-a.pdf" ,
 "0.831.109.418.1" , "1998-01-01" , "Convention de sécurité sociale du 4 juin 1996 entre la Confédération suisse et la République de Hongrie" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2000/196/19980101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2000-196-19980101-fr-pdf-a.pdf" ,
 "0.831.109.418.11" , "1998-01-01" , "Arrangement administratif du 20 février 1998 concernant les modalités d'application de la Convention de sécurité sociale du 4 juin 1996 entre la Confédération suisse et la République de Hongrie" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2000/197/19980101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2000-197-19980101-fr-pdf-a-1.pdf" ,
 "0.831.109.423.1" , "2011-01-29" , "Convention de sécurité sociale du 3 septembre 2009 entre la Confédération suisse et la République de l'Inde" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2011/227/20110129/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2011-227-20110129-fr-pdf-a.pdf" ,
 "0.831.109.441.1" , "1999-07-01" , "Convention de sécurité sociale du 11 décembre 1997 entre la Confédération suisse et l'Irlande" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2000/372/19990701/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2000-372-19990701-fr-pdf-a.pdf" ,
 "0.831.109.441.11" , "1999-07-01" , "Arrangement administratif du 12 mai 2000 concernant les modalités d'application de la Convention de sécurité sociale du 11 décembre 1997 entre la Confédération suisse et l'Irlande" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2001/400/19990701/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2001-400-19990701-fr-pdf-a.pdf" ,
 "0.831.109.449.1" , "1985-10-01" , "Convention de sécurité sociale du 23 mars 1984 entre la Confédération suisse et l'Etat d'Israël (avec échange de lettres)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1985/1351_1351_1351/19851001/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1985-1351_1351_1351-19851001-fr-pdf-a.pdf" ,
 "0.831.109.449.11" , "1985-10-01" , "Arrangement administratif du 18 septembre 1985 concernant les modalités d'application de la Convention de sécurité sociale conclue le 23 mars 1984 entre la Confédération suisse et l'Etat d'Israël" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1985/1795_1795_1795/19851001/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1985-1795_1795_1795-19851001-fr-pdf-a.pdf" ,
 "0.831.109.454.1" , "1964-09-01" , "Convention du 17 octobre 1951 entre la Suisse et l'Italie relative aux assurances sociales (avec protocole final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1954/243_250_134/19640901/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1954-243_250_134-19640901-fr-pdf-a.pdf" ,
 "0.831.109.454.2" , "1982-02-01" , "Convention du 14 décembre 1962 entre la Confédération Suisse et la République Italienne relative à la sécurité sociale (avec protocole final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1964/727_730_739/19820201/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1964-727_730_739-19820201-fr-pdf-a.pdf" ,
 "0.831.109.454.21" , "1982-02-01" , "Avenant du 4 juillet 1969 à la Convention relative à la sécurité sociale entre la Confédération suisse et la République italienne, du 14 décembre 1962 (avec protocole final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1973/1185_1185_1185/19820201/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1973-1185_1185_1185-19820201-fr-pdf-a.pdf" ,
 "0.831.109.454.211" , "1974-02-25" , "Protocole additionnel du 25 février 1974 à l'Avenant du 4 juillet 1969 à la Convention relative à la sécurité sociale entre la Confédération suisse et la République italienne, du 14 décembre 1962" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1974/945_945_945/19740225/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1974-945_945_945-19740225-fr-pdf-a.pdf" ,
 "0.831.109.454.212" , "1973-07-01" , "Arrangement administratif du 25 février 1974 concernant l'application de l'Avenant du 4 juillet 1969 à la Convention relative à la sécurité sociale entre la Confédération suisse et la République italienne et complétant et modifiant l'Arrangement administratif du 18 décembre 1963" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1975/1463_1463_1463/19730701/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1975-1463_1463_1463-19730701-fr-pdf-a.pdf" ,
 "0.831.109.454.22" , "1964-09-01" , "Accord complémentaire  du 18 décembre 1963 à la Convention entre la Confédération suisse et la République italienne en matière de sécurité sociale du 14 décembre 1962" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1964/743_745_756/19640901/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1964-743_745_756-19640901-fr-pdf-a.pdf" ,
 "0.831.109.454.23" , "1982-02-01" , "Arrangement administratif du 18 décembre 1963 concernant les modalités d'application de la convention relative à la sécurité sociale entre la Confédération suisse et la République italienne" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1964/747_748_760/19820201/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1964-747_748_760-19820201-fr-pdf-a.pdf" ,
 "0.831.109.454.24" , "1982-02-01" , "Deuxième Avenant du 2 avril 1980 à la Convention relative à la sécurité sociale entre la Confédération suisse et la République italienne, du 14 décembre 1962" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1982/98_98_98/19820201/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1982-98_98_98-19820201-fr-pdf-a.pdf" ,
 "0.831.109.454.241" , "1982-02-01" , "Arrangement administratif du 30 janvier 1982 concernant l'application du Deuxième Avenant de sécurité sociale du 2 avril 1980 et la révision de l'Arrangement administratif du 18 décembre 1963" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1982/547_547_547/19820201/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1982-547_547_547-19820201-fr-pdf-a.pdf" ,
 "0.831.109.463.1" , "2012-03-01" , "Convention de sécurité sociale du 22 octobre 2010 entre la Confédération suisse et le Japon" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2012/228/20120301/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2012-228-20120301-fr-pdf-a.pdf" ,
 "0.831.109.463.11" , "2012-03-01" , "Arrangement administratif du 30 juin 2011 concernant les modalités d’application de la Convention de sécurité sociale entre la Confédération suisse et le Japon" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2021/126/20120301/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2021-126-20120301-fr-pdf-a.pdf" ,
 "0.831.109.475.1" , "2019-09-01" , "Convention de sécurité sociale du 8 juin 2018 entre la Confédération suisse et la République du Kosovo" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2019/485/20190901/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2019-485-20190901-fr-pdf-a.pdf" ,
 "0.831.109.475.11" , "2019-09-01" , "Arrangement du 8 juin 2018 administratif concernant l'application de la Convention de sécurité sociale entre la Confédération suisse et la République du Kosovo" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2019/486/20190901/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2019-486-20190901-fr-pdf-a.pdf" ,
 "0.831.109.514.1" , "2002-08-14" , "Convention de sécurité sociale du 8 mars 1989 entre la Confédération suisse et la Principauté de Liechtenstein (avec protocole final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1990/638_638_638/20020814/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1990-638_638_638-20020814-fr-pdf-a.pdf" ,
 "0.831.109.514.11" , "2002-08-14" , "Première Convention complémentaire du 9 février 1996 à la Convention de sécurité sociale du 8 mars 1989 entre la Confédération suisse et la Principauté de Liechtenstein" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1997/1570_1570_1570/20020814/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1997-1570_1570_1570-20020814-fr-pdf-a.pdf" ,
 "0.831.109.514.12" , "1990-05-01" , "Arrangement administratif du 16 mars 1990 concernant les modalités d'application de la Convention de sécurité sociale du 8 mars 1989 entre la Confédération suisse et la Principauté de Liechtenstein" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1990/656_656_656/19900501/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1990-656_656_656-19900501-fr-pdf-a.pdf" ,
 "0.831.109.514.13" , "2002-08-14" , "Deuxième Convention du 29 novembre 2000 complémentaire à la Convention de sécurité sociale du 8 mars 1989 entre la Confédération suisse et la Principauté de Liechtenstein" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2002/661/20020814/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2002-661-20020814-fr-pdf-a.pdf" ,
 "0.831.109.518.1" , "1957-04-01" , "Convention du 14 novembre 1955 entre la Confédération suisse et le Grand-Duché de Luxembourg en matière d'assurances sociales (avec protocole final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1957/283_282_293/19570401/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1957-283_282_293-19570401-fr-pdf-a.pdf" ,
 "0.831.109.518.12" , "1957-02-27" , "Arrangement administratif du 27 février 1957 relatif aux modalités d'application de la Convention conclue entre la Suisse et le Grand-Duché de Luxembourg en matière d'assurances sociales" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1957/295_294_306/19570227/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1957-295_294_306-19570227-fr-pdf-a.pdf" ,
 "0.831.109.518.2" , "1977-12-01" , "Convention de sécurité sociale du 3 juin 1967 entre la Confédération suisse et le Grand-Duché de Luxembourg (avec protocole final)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1969/411_419_417/19771201/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1969-411_419_417-19771201-fr-pdf-a.pdf" ,
 "0.831.109.518.21" , "1969-05-01" , "Arrangement administratif du 17 février 1970 fixant les modalités d'application de la Convention de sécurité sociale du 3 juin 1967 entre la Confédération suisse et le Grand-Duché de Luxembourg (avec annexe)" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/1979/651_651_651/19690501/fr/pdf-a/fedlex-data-admin-ch-eli-cc-1979-651_651_651-19690501-fr-pdf-a.pdf" ,
 "0.831.109.520.1" , "2009-01-01" , "Convention de sécurité sociale du 9 décembre 1999 entre la Confédération suisse et la République de Macédoine" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2002/568/20090101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2002-568-20090101-fr-pdf-a.pdf" ,
 "0.831.109.573.1" , "2019-01-01" , "Convention de sécurité sociale du 7 octobre 2010 entre la Confédération suisse et le Monténégro" ,  , "https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2019/19/20190101/fr/pdf-a/fedlex-data-admin-ch-eli-cc-2019-19-20190101-fr-pdf-a.pdf" ,
